rep;DATASET_NBR;FEAT_EXTR_ALGORITHM;GROUND_TRUTH_TRESHOLD;KFOLDS;NBR_OF_SUPERPIXELS;PATCH_HEIGHT;PATCH_WIDTH;RANDOM_SEED;RF_MAX_DEPTH;RF_NBR_TREES;UNET_ADAGRAD_DECAY;UNET_ADAGRAD_EPSILON;UNET_ADAGRAD_LEARNING_RATE;UNET_ADAMAX_BETA1;UNET_ADAMAX_BETA2;UNET_ADAMAX_DECAY;UNET_ADAMAX_EPSILON;UNET_ADAMAX_LEARNING_RATE;UNET_ADAM_BETA1;UNET_ADAM_BETA2;UNET_ADAM_DECAY;UNET_ADAM_EPSILON;UNET_ADAM_LEARNING_RATE;UNET_BATCHSIZE;UNET_CURR_TRIAL;UNET_DATA_GAUSSIAN_NOISE_STD;UNET_DATA_HEIGHT_SHIFT;UNET_DATA_ROT_RANGE;UNET_DATA_SHEAR_RANGE;UNET_DATA_STEPS_PER_EPOCH;UNET_DATA_USE_GENERATOR;UNET_DATA_WIDTH_SHIFT;UNET_LOSS;UNET_MODEL_NBR;UNET_NBR_EPOCHS;UNET_OPTIMIZER;UNET_SAVE_EPOCH_INTERVAL;UNET_SAVE_ONLY_BEST_WEIGHT;UNET_SGD_DECAY;UNET_SGD_LEARNING_RATE;UNET_SGD_MOMENTUM;UNET_SGD_NESTEROV;UNET_VALIDATION_SPLIT;acc_@_f1_score_max;accuracy;f1_max_px_lvl;f1_score;f1_score_max;pre_@_f1_score_max;pre_px_lvl;precision;rec_@_f1_score_max;rec_px_lvl;recall;th_@_f1_score_max
0;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;0;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9960529378;0.9960186527;0.8962041359;0.9794863388;0.9798202021;0.9785332637;0.895632612;0.9783863279;0.9811223039;0.8967763897;0.9805915458;0.5026666667
1;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;1;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9961172189;0.9960186501;0.896292416;0.9794678993;0.9803222705;0.9783124105;0.8949471186;0.9794130315;0.982359951;0.897641764;0.9795305085;0.4853333333
2;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;2;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9960486502;0.9959886515;0.8961343625;0.9793143174;0.9800223978;0.9786780106;0.8959940676;0.9790557552;0.9813872235;0.8962747014;0.9795746878;0.4933333333
3;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;3;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9958129415;0.9956758029;0.8959992704;0.9776628075;0.9788679436;0.9737511255;0.8916283335;0.9791205172;0.9840839521;0.9004132727;0.9762148391;0.4373333333
4;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;4;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9962157943;0.9962115089;0.8962203722;0.9804527727;0.9807440252;0.9797539805;0.8962596167;0.9808991431;0.9817412056;0.8961811311;0.9800169797;0.492
5;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;5;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9961643602;0.996108647;0.8961351479;0.9799274132;0.9804388368;0.9802709004;0.8967231796;0.9799722587;0.9806355589;0.8955478869;0.9798841094;0.504
6;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;6;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9961686495;0.9960915087;0.8963898024;0.9798149488;0.9805217052;0.9774459752;0.8940511976;0.9810313641;0.9836418752;0.8987406737;0.9786021363;0.464
7;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;7;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9953029513;0.9951958117;0.8946917228;0.975195942;0.9760117697;0.9728222518;0.8924800426;0.9762149002;0.9792653151;0.8969143919;0.9741810059;0.4706666667
8;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;8;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9960572188;0.996057218;0.8960618353;0.9796558258;0.9799505968;0.9777072192;0.8951296744;0.9800508338;0.9822274618;0.8969959396;0.9792651783;0.4813333333
9;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;9;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9961900723;0.996057216;0.8961463085;0.9796294074;0.9804999474;0.9795469971;0.8956801874;0.9812853979;0.9814757875;0.896612915;0.9779829999;0.4786666667
10;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;0;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9965286423;0.9964386442;0.8965885858;0.9815950003;0.9822775483;0.9809006234;0.8965803166;0.9834518855;0.9836861621;0.8965968552;0.9797517375;0.4706666667
11;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;1;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9966400659;0.9965457803;0.8968007563;0.9821565847;0.9829813361;0.9816477108;0.8960434918;0.9835950609;0.9843496635;0.8975593017;0.9807240447;0.4706666667
12;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;2;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9966014959;0.9965157835;0.8969103182;0.9819855784;0.9827440193;0.9797740423;0.8957084513;0.9843210024;0.9857638423;0.8981154147;0.979663154;0.4493333333
13;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;3;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9965372106;0.9964257841;0.8967142229;0.9815216124;0.9824352148;0.979454591;0.8952129727;0.9837461238;0.985454841;0.8982205167;0.9793093381;0.456
14;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;4;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.996575784;0.996481499;0.8967536656;0.9818064547;0.9826440433;0.9816660109;0.8965502949;0.9842321219;0.9836421684;0.8969571286;0.9793978434;0.4653333333
15;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;5;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9966829242;0.9965757844;0.896938279;0.9823046053;0.9831557246;0.9807169963;0.8956867116;0.984120129;0.985631529;0.898193349;0.9805032555;0.4613333333
16;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;6;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9966486361;0.9966057795;0.8969082579;0.9824795463;0.9830415628;0.9807853448;0.8958099702;0.9831815433;0.9853222541;0.898009242;0.981785082;0.4733333333
17;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;7;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9964943587;0.9963315029;0.8967953037;0.9810652309;0.9821373018;0.9797392667;0.8949874033;0.9817656907;0.9845706384;0.8986105229;0.9803704438;0.468
18;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;8;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9966486385;0.9965114965;0.896735043;0.9819766653;0.9829491452;0.9819677048;0.89636794;0.983507271;0.9839517464;0.8971024469;0.9804589002;0.476
19;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;9;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9963786459;0.9962500778;0.8968146517;0.9806491665;0.9815837223;0.9780296601;0.8935260786;0.9811529474;0.9851895988;0.900127521;0.9801494298;0.464
20;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;0;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9967643491;0.9965757816;0.897347295;0.9822854768;0.9836812961;0.9802709794;0.894795108;0.9852361964;0.9871346627;0.8999140826;0.9793536152;0.432
21;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;1;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.996575786;0.9964386447;0.8967451939;0.9815714657;0.9824678928;0.9812235052;0.8959194718;0.9847397743;0.9837307715;0.8975724395;0.978425243;0.4506666667
22;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;2;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9966229209;0.9965029236;0.896875969;0.9819360426;0.9827449531;0.9808000446;0.8958776172;0.9835579568;0.9847029027;0.8978765484;0.9803262547;0.4586666667
23;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;3;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9964472166;0.9963786462;0.8970679592;0.9812819429;0.9819246776;0.9769565335;0.8929532716;0.9833174661;0.9869577206;0.9012207428;0.9792652369;0.4333333333
24;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;4;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.996815779;0.9966914963;0.8969154585;0.9828988133;0.9838353181;0.9827605549;0.8972375941;0.9849547856;0.984924249;0.8965935541;0.980856915;0.4733333333
25;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;5;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9966743504;0.9965586374;0.897305891;0.982230652;0.983077459;0.9774082616;0.8927836113;0.9832142423;0.9888147093;0.9018742179;0.9812545193;0.4253333333
26;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;6;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.996472925;0.9964043545;0.8969771654;0.9814223402;0.9822010417;0.9776221383;0.8933863566;0.9830146436;0.9868252314;0.900596956;0.9798398127;0.4386666667
27;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;7;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9965886404;0.9965072142;0.8970544805;0.9819593649;0.9826691688;0.9802707772;0.8952144222;0.9833328324;0.9851011326;0.8989021186;0.9805915849;0.4653333333
28;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;8;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9965414969;0.9964214996;0.8968500746;0.9815005626;0.9823955377;0.980564255;0.8959596495;0.9837021522;0.9842612266;0.8977422712;0.9793094261;0.4546666667
29;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;9;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9964043578;0.996412929;0.8968986795;0.981477171;0.9818216776;0.9786216371;0.894753033;0.9825426251;0.9850567577;0.8990546415;0.9804147209;0.4613333333
30;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;0;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9966186398;0.9965200711;0.8970448847;0.9819953328;0.9828989123;0.9800334416;0.8951470453;0.9850545161;0.9858081682;0.8989507885;0.9789557958;0.4373333333
31;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;1;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9965672114;0.9963915006;0.8970271545;0.9813333363;0.9825189936;0.978562276;0.8946236147;0.9840428262;0.986515585;0.8994436439;0.9786462179;0.436
32;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;2;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9966743519;0.9965157822;0.8969015578;0.9819840546;0.9831573451;0.9817585227;0.8967494571;0.9843190917;0.9845705015;0.8970537101;0.9796630172;0.4626666667
33;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;3;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9965886395;0.9964472141;0.896897517;0.981627794;0.982596327;0.9791914857;0.8943922528;0.9840495794;0.9860293288;0.8994168554;0.9792209794;0.4386666667
34;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;4;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9967814933;0.9966486391;0.8974058224;0.9826711993;0.9835150743;0.9792297354;0.8939570771;0.9850725445;0.9878422066;0.9008812802;0.980282046;0.4266666667
35;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;5;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9967000688;0.9966400699;0.8973689329;0.9826567679;0.9833041705;0.9773034189;0.8926602229;0.9833576909;0.9893895392;0.9021275825;0.9819621219;0.4226666667
36;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;6;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9965329248;0.996460069;0.8970260745;0.9817062721;0.9825549374;0.9791342916;0.8946212015;0.9835809751;0.9860292018;0.8994439116;0.9798398714;0.448
37;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;7;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9967814897;0.9966614918;0.8969154092;0.9827470996;0.983601355;0.9818726666;0.8962557373;0.9846012442;0.9853658959;0.8975760529;0.9809008793;0.4693333333
38;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;8;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9965800692;0.9964814995;0.8968166892;0.9818112898;0.9825726696;0.9805477998;0.8959600417;0.9839720157;0.9846148177;0.8976749764;0.9796631931;0.456
39;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;9;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9965243564;0.9964129308;0.8969189569;0.9814703229;0.9824535219;0.9798782061;0.8950095813;0.9828861834;0.9850567284;0.8988364968;0.9800610418;0.46
40;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;0;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9967300655;0.9965243565;0.8968823339;0.9820339649;0.9833237557;0.9814120197;0.8964008978;0.9841155576;0.9852779477;0.8973642875;0.9799728102;0.4613333333
41;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;1;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9967129226;0.9966743521;0.8971073245;0.9828261821;0.9833052314;0.9797471363;0.8945396281;0.9839630514;0.9869136781;0.899689804;0.981696909;0.452
42;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;2;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9967000667;0.9965500688;0.8970146655;0.9821754976;0.9831266016;0.9809227758;0.8959210061;0.9838170585;0.9853665507;0.8981109982;0.9805474446;0.46
43;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;3;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9965886426;0.9964043611;0.8969529173;0.9813980958;0.9825393542;0.9788433154;0.8942705136;0.9843937804;0.9862946199;0.8996514614;0.9784252625;0.432
44;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;4;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9967257803;0.9965372111;0.897153345;0.9821193249;0.9834373628;0.9798719513;0.8946417563;0.9832578534;0.9870464604;0.8996790752;0.9809895313;0.4506666667
45;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;5;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.996712923;0.9966400684;0.8969010805;0.9826388473;0.9832417561;0.9823451811;0.8968364319;0.984386335;0.9841724867;0.8969657384;0.9809010064;0.4786666667
46;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;6;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9967300664;0.9966829245;0.8968233537;0.9828717731;0.9833352703;0.9832249298;0.8978083801;0.9839623414;0.9834652263;0.8958404863;0.9817852286;0.496
47;1;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;4;7;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9966572062;0.9965243532;0.8971063522;0.9820488071;0.9830582505;0.9800120502;0.894961289;0.9834265275;0.9861617398;0.8992617228;0.9806799435;0.4613333333
